公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京星尘纪元智能科技有限公司,星尘数据,15-50人,A轮,朝阳区,后端开发工程师,1-3年,本科,15k-20k,"极客团队,算法加持,硅谷文化,百度阿里"
北京比特智盈科技有限公司,比特智盈,15-50人,天使轮,东城区,数据仓库开发工程师,1-3年,大专,10k-20k,"区块链领域,团队氛围佳,福利健全,快速成长"
北京东方车云信息技术有限公司,易到用车,500-2000人,D轮及以上,东城区,高级PHP工程师,5-10年,本科,20k-30k,"老大牛,氛围好"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,推荐算法工程师,5-10年,硕士,30k-60k,"技术导向,12天年假,六险一金"
无线生活（北京）信息技术有限公司,微店,500-2000人,C轮,朝阳区,风控策略产品经理-消费金融方向,3-5年,本科,25k-35k,"工作环境好,团队氛围好,薪资丰厚,发展前景大"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,PHP高级研发工程师,不限,本科,20k-40k,"大平台,六险一金,带薪休假"
网信集团有限公司,网信集团,2000人以上,不需要融资,朝阳区,金融数据平台研发工程师,3-5年,本科,20k-40k,"供应链金融,七险一金,股权激励,弹性工作"
北京和讯在线信息咨询服务有限公司,和讯网,150-500人,不需要融资,朝阳区,大数据开发工程师(000871),3-5年,大专,15k-30k,"六险一金,弹性工作,绩效奖金,午餐补助"
北京纯动信息科技有限公司,纯动是一家专注于数字货币的公司，业务方向包括F2Pool全球最大的比特币矿池等。,15-50人,未融资,朝阳区,IT 技术工程师,5-10年,本科,15k-30k,"年底多薪,带薪年假,境外团建,饭补房补"
网联清算有限公司,网联,150-500人,不需要融资,西城区,高级运维开发工程师,5-10年,大专,25k-40k,"大平台,业务量庞大,扁平化管,牛人多"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,资深Java开发工程师-MIUI,5-10年,本科,28k-40k,"重点业务,发展空间"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,资深前端工程师,3-5年,本科,15k-30k,"BAT,福利多,大牛多,管理规范"
无线生活（北京）信息技术有限公司,微店,500-2000人,C轮,朝阳区,图像算法工程师,3-5年,本科,40k-80k,"竞争力薪资,期权激励,完善福利,靠谱儿团队"
北京厚本科技有限公司,厚本金融,2000人以上,A轮,海淀区,区块链-服务端php工程师,3-5年,本科,25k-40k,"区块链大牛,福利待遇好,成长空间大"
北京智借网络科技有限公司,智借网络科技,50-150人,未融资,海淀区,创业团队急招 PHP 开发工程师,3-5年,本科,20k-35k,PHP工程
广州市皇廷电子科技有限公司,皇廷科技,2000人以上,上市公司,海淀区,大数据开发工程师,5-10年,本科,20k-40k,"非外包,平台大,薪资高,技术强"
北京魔力耳朵科技有限公司,魔力耳朵,150-500人,A轮,朝阳区,算法工程师,3-5年,本科,30k-60k,"六险一金,绩效奖金,弹性工作"
洛客科技有限公司,洛客科技,150-500人,不需要融资,朝阳区,PHP高级开发工程师,3-5年,本科,13k-25k,"高薪酬,大咖帮,成长快,福利好"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,高级C++开发工程师,3-5年,本科,25k-50k,核心
东吴（苏州）金融科技有限公司,东吴在线,50-150人,不需要融资,朝阳区,量化开发工程师,不限,本科,15k-25k,"量化研究,深度学习,策略实现,品种众多"
上海淇毓信息科技有限公司,奇虎360金融,500-2000人,未融资,朝阳区,算法工程师,3-5年,本科,20k-40k,"创新业务,优秀团队,六险一金,带薪假期"
上海谦问万答吧云计算科技有限公司,学霸君,2000人以上,C轮,朝阳区,应用运维（Docker）工程师,5-10年,本科,15k-30k,交通便利
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,算法工程师,3-5年,本科,25k-40k,福利待遇
北京博智天下信息技术有限公司,朗播网,150-500人,B轮,海淀区,Java开发工程师,5-10年,本科,20k-40k,"出国旅游,股票期权,免费健身,带薪年假"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,Hadoop 研发工程师,5-10年,本科,20k-30k,"发展空间大,平台好"
中信联合云科技有限责任公司,云科技,500-2000人,上市公司,朝阳区,前端（高级）高级开发工程师,3-5年,本科,15k-30k,"国企背景,福利待遇好,成长空间大,晋升机制"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,数据挖掘研发工程师,3-5年,本科,15k-30k,"大平台,技术氛围好"
北京创新伙伴教育科技有限公司,智课网,500-2000人,B轮,海淀区,NLP研发工程师,不限,本科,20k-30k,"七险一金,绩效奖金,牛人带队,发展空间大"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,JavaScript研发工程师,不限,本科,20k-40k,打造内部开源框架，实现最佳用户体验
卓越运维（北京）科技有限公司,卓越运维,500-2000人,A轮,海淀区,测试开发工程师,3-5年,本科,14k-18k,"人工智能,数据驱动化,办公氛围好,大牛多"
北京云中融信网络科技有限公司,融云,150-500人,B轮,朝阳区,高级Java研发工程师,3-5年,本科,28k-35k,"福利好,老板赞,弹性工作,补充医疗"
北京快快网络技术有限公司,真融宝,150-500人,B轮,海淀区,安全开发工程师,1-3年,本科,15k-30k,"发展空间大,领导好,薪酬福利好,弹性工作制"
北京果壳互动科技传媒有限公司,果壳网,150-500人,C轮,朝阳区,技术总监,5-10年,本科,30k-60k,"技术前沿,免费三餐,扁平化,八险一金"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,高级android开发工程师/架构师,3-5年,本科,25k-50k,"弹性工作制,年底奖金"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,资深前端开发工程师,3-5年,本科,25K-50K,"平台大,业务新,期权激励,牛人多"
北京泛钛客科技有限公司,泛钛客,150-500人,A轮,朝阳区,运维研发工程师,1-3年,本科,10k-20k,"团队氛围好,福利待遇好,成长空间大"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据测试开发工程师,5-10年,本科,35k-55k,"发展空间大,福利待遇优"
深圳市金证优智科技有限公司,金证优智,15-50人,A轮,海淀区,算法工程师,3-5年,本科,15k-23k,"技术大牛,团队氛围好,期权激励,高成长"
深圳市优学链科技有限公司,优学链科技,15-50人,天使轮,昌平区,区块链研发工程师,不限,本科,18k-35k,"区块链行业,技术驱动型,精英团队,空间大"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,JAVA工程师（商品库/促销）,3-5年,本科,15k-25k,"千万级流量,扁平化管理,技术分享,团队合作"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,PHP开发工程师,3-5年,本科,18k-35k,"中国前三,七险一金,免费三餐,弹性上下班"
北京溯安链科技有限公司,根源链,15-50人,未融资,朝阳区,区块链开发工程师,5-10年,本科,25k-50k,"行业前景好,行业大咖,共享收益,完善培训"
北京快快网络技术有限公司,真融宝,150-500人,B轮,海淀区,DBA研发工程师,3-5年,本科,25k-35k,"工作环境,发展空间,不打卡"
深圳市赢众通金融信息服务有限责任公司,小赢科技,500-2000人,B轮,海淀区,高级开发工程师,3-5年,本科,20k-40k,"五险一金,绩效奖金,带薪年假"
蜂网供应链管理（上海）有限公司,蜂网,150-500人,不需要融资,昌平区,技术支持工程师,3-5年,本科,9k-18k,"五险一金,餐补,14薪"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,高级前端开发工程师-玩乐事业部(J12779),3-5年,本科,20k-30k,"六险一金,弹性工作,晋升空间大"
北京十一贝科技有限公司,北京十一贝科技有限公司,150-500人,A轮,海淀区,运维开发工程师,3-5年,本科,15k-25k,"发展空间大,包三餐,绩效奖金"
北京雪球信息科技有限公司,雪球,150-500人,D轮及以上,朝阳区,高级Java开发工程师-社区,3-5年,本科,20k-30k,"六险一金,免费午餐,扁平管理,成长空间大"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,知识图谱算法工程实习生,应届毕业生,硕士,4k-5k,优秀者有转正机会，团队氛围好，导师实力强
全时云商务服务股份有限公司,全时,500-2000人,D轮及以上,朝阳区,运维开发工程师,1-3年,本科,15k-20k,"地铁周边,弹性工作,发展空间大,团队氛围好"
浙江天猫技术有限公司,天猫,2000人以上,上市公司,朝阳区,资深数据挖掘/算法工程师-客户运营,1-3年,硕士,20k-40k,"无限空间,福利薪酬,大平台培养,氛围舒服"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,Golang 开发工程师,3-5年,本科,18k-28k,"弹性工时,一日三餐"
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,5年资深Web前端,3-5年,大专,25k-30k,"13薪,交通补助"
北京蚂蜂窝网络科技有限公司,马蜂窝,500-2000人,D轮及以上,朝阳区,Docker研发工程师 (MJ000149),3-5年,本科,20k-35k,"免费早午饭,免费班车,年度旅游,六险一金"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,开发测试工程师-基础技术测试部,应届毕业生,本科,4k-5k,"测试,脚本"
欧科互动网络科技（北京）有限公司,OKCoin,500-2000人,B轮,海淀区,测试开发工程师（校招）,应届毕业生,本科,8k-15k,"公司前景好,福利待遇佳,团队氛围好,牛人大咖多"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,海淀区,【C++资深研发工程师】,5-10年,本科,30k-50k,"Geek,六险一金,16薪,海外旅游"
生命奇点（北京）科技有限公司,生命奇点,50-150人,A轮,海淀区,算法工程师,应届毕业生,本科,12k-24k,"项目有挑战,团队氛围好,技术导向,成长空间大"
杭州绿湾网络科技有限公司,绿湾,150-500人,B轮,海淀区,测试开发工程师,3-5年,本科,20k-30k,"成长空间,团队氛围,开放,分享"
北京微笑科技有限公司,微笑科技,50-150人,A轮,海淀区,unity3d 游戏开发工程师,3-5年,本科,12k-20k,"五险一金,中晚住家饭,零食下午茶,定期团建"
北京智借网络科技有限公司,智借网络科技,50-150人,未融资,海淀区,PHP开发工程师,3-5年,本科,20k-35k,"团队氛围好,行业大亨,领导技术牛"
北京神州绿盟信息安全科技股份有限公司,绿盟科技,500-2000人,上市公司,海淀区,系统工程师,不限,本科,8k-10k,五险一金 餐补 通讯补 带薪年假 商保
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,技术经理（算法）,3-5年,本科,15k-30k,"六险一金,带薪年假"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,高级/资深算法工程师,5-10年,本科,30k-60k,"技术挑战,大数据,高成长,发展空间"
爱笔（北京）智能科技有限公司,Aibee,50-150人,天使轮,海淀区,机器学习算法科学家/工程师 (用户画像方向)&nbsp;,1-3年,本科,30k-60k,"股权激励,顶尖团队"
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,推荐算法工程师,3-5年,本科,20k-40k,"扁平化管理,同事优秀,非996,技术氛围浓"
北京新工场投资顾问有限公司,她理财,50-150人,A轮,朝阳区,技术经理,3-5年,本科,30k-40k,互联网金融 无天花板 六险一金 期权激励
迪原创新（北京）科技有限公司南京分公司,Dilato,150-500人,未融资,海淀区,Web前端开发工程师BJ-Vmware,3-5年,本科,12k-18k,"平台宽阔,外企氛围,精英汇集,技术火花"
畅捷通信息技术股份有限公司,畅捷通,500-2000人,上市公司,海淀区,运维开发工程师,3-5年,本科,25k-35k,"职业发展,弹性工时"
北京格灵深瞳信息技术有限公司,格灵深瞳,150-500人,C轮,海淀区,前端开发工程师（机器人方向）,3-5年,本科,15k-25k,"六险一金,午餐补助,带薪年假,弹性办公"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,前端工程师,1-3年,本科,15k-25k,"晋升完善,培训机制,萌妹子多"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,高级Java开发工程师-MIUI,3-5年,本科,25k-40k,"重点业务,技术大牛"
深圳市赢时胜信息技术股份有限公司,赢时胜软件,500-2000人,上市公司,朝阳区,java高级研发工程师（研发中心）,5-10年,本科,18k-25k,"公司前景好,优秀团队,带薪年假"
北京博乐科技有限公司,博乐科技,150-500人,不需要融资,朝阳区,技术总监（偏后端）,3-5年,本科,25k-50k,"奖金多,氛围轻松"
北京东方车云信息技术有限公司,易到用车,500-2000人,D轮及以上,东城区,大数据开发工程师,3-5年,本科,15k-25k,"福利好,氛围好,老大好"
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,朝阳区,算法工程师,3-5年,硕士,15k-30k,"平台成熟,带薪年假,六险一金,餐贴补助"
北京稳稳融管理顾问有限公司,预见资本,15-50人,A轮,海淀区,算法工程师,1-3年,硕士,20k-40k,"大牛云集,短视频,风口,地铁周边"
深圳市金证优智科技有限公司,金证优智,15-50人,A轮,海淀区,算法工程师,3-5年,本科,15k-30k,"技术大牛,团队氛围好,期权激励,高成长"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,JAVA工程师(数据),3-5年,本科,20k-35k,"千万级流量,扁平化管理,技术分享,团队合作"
塞纳德（北京）信息技术有限公司,爱卡汽车,500-2000人,不需要融资,朝阳区,Java开发工程师,3-5年,大专,15k-30k,"六险一金,带薪年假,餐补交通补,办公环境棒"
同方知网（北京）技术有限公司,知网,2000人以上,上市公司,海淀区,算法工程师,不限,硕士,12k-20k,"项目方向好,学习空间大,班车宿舍,免费早午餐"
武汉昱然智能科技有限公司,昱然智能,15-50人,未融资,海淀区,自动化开发运维工程师,3-5年,本科,15k-25k,五险一金
北京修齐治平科技有限公司,爱云校,500-2000人,C轮,朝阳区,数据挖掘开发工程师,3-5年,本科,20k-40k,百度T11创业公司，技术氛围浓厚
卡车司机（北京）科技有限公司,卡车司机,15-50人,A轮,朝阳区,技术支持,3-5年,本科,11k-16k,"五险一金,带薪年假,零食,弹性工作"
北京狸米科技有限公司,狸米科技,150-500人,B轮,朝阳区,大数据架构师,5-10年,本科,31k-60k,团队管理 上升空间
北京麒麟合盛科技有限公司,APUS Group,150-500人,C轮,朝阳区,资深算法工程师,5-10年,本科,30k-50k,"六险一金,行业独角兽,大牛云集,健身房"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,算法工程师,3-5年,本科,25k-50k,"核心业务,平台大,牛人多,期权激励"
北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,D轮及以上,西城区,运维工程师,1-3年,本科,6k-8k,"五险一金,绩效奖金,餐饮补助,节日福利"
南京蓝鲸人网络科技有限公司,美篇,50-150人,B轮,海淀区,运维开发工程师,3-5年,本科,15k-30k,"牛人多,扁平管理,弹性工作"
北京欧应信息技术有限公司,唯医网,150-500人,B轮,朝阳区,搜索工程师,3-5年,本科,20k-40k,"五险一金,领导好,福利多多,出国机会"
北京百乘金科科技有限公司,百乘集团,2000人以上,上市公司,朝阳区,大数据开发工程师,5-10年,本科,25k-50k,"五险一金,年终奖,餐补,带薪年假"
北京瓴岳信息技术有限公司,洋钱罐,150-500人,不需要融资,朝阳区,数据挖掘,1-3年,本科,15k-30k,六险一金；十四薪；午餐晚餐；技术大牛
沪江教育科技（上海）股份有限公司,沪江,500-2000人,D轮及以上,海淀区,BJ-Java研发工程师 (MJ001135),3-5年,本科,20k-35k,"行业第一,技术大牛,弹性工作,全面福利"
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,PC后端开发工程师,1-3年,本科,9k-15k,"五险一金,团建,班车,平安保险"
北京云思畅想科技有限公司,时速云,50-150人,B轮,海淀区,网络架构师,5-10年,本科,25k-40k,"顶级团队,资金充足,技术驱动"
阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,机器学习/算法工程师,3-5年,本科,20k-40k,"晋升空间大,年终奖金高,技术大牛多,福利丰厚"
北京镁伽机器人科技有限公司,镁伽机器人,50-150人,A轮,昌平区,上位机软件工程师,1-3年,本科,10k-20k,"平台好,发展空间大,免费午餐,十三薪"
九一金融信息服务（北京）有限公司,91科技集团,150-500人,C轮,西城区,运维开发工程师,3-5年,本科,15k-20k,"五险一金,员工体检,餐补,交补"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,算法工程师,3-5年,本科,30k-50k,绩效+年终奖 六险一金 住房无息贷款
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,【2019校招】IOT助理开发工程师,应届毕业生,本科,10k-16k,"团队氛围好,领导好,各项补贴"
小船出海教育科技（北京）有限公司,作业帮,2000人以上,C轮,海淀区,测试开发工程师,1-3年,本科,15k-25k,七险一金；免费三餐；住房补贴；带薪病假
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,算法工程师,3-5年,本科,15k-30k,"六险一金,带薪年假"
北京鲜柚科技有限公司,北京鲜柚科技有限公司,15-50人,A轮,朝阳区,高级服务端研发工程师,1-3年,本科,20k-40k,"创业气氛,弹性工作,六险一金,带薪年假"
